,bce_loss,accuracy,precision,recall,f1_score,auroc
50,0.24264695815742016,0.9085937738418579,0.9042831063270569,0.8663070797920227,0.8848878741264343,0.9611139893531799
51,0.23485118739306926,0.9088281393051147,0.9032389521598816,0.8650019764900208,0.8837070465087891,0.9634221196174622
52,0.24305632270872593,0.9071093797683716,0.9021259546279907,0.8651663661003113,0.8832597136497498,0.9615907669067383
53,0.22158294796943664,0.9146093726158142,0.9160725474357605,0.8684820532798767,0.891642689704895,0.9670116305351257
54,0.2422125194221735,0.9080469012260437,0.9044058322906494,0.8640664219856262,0.883776068687439,0.9609801173210144
55,0.22937181793153286,0.9125000238418579,0.9060457348823547,0.8704866766929626,0.8879103660583496,0.9651156663894653
56,0.2283362204581499,0.9117187261581421,0.9062626957893372,0.8694888949394226,0.8874949812889099,0.9656919836997986
57,0.22777113173156976,0.9133594036102295,0.9130434989929199,0.8666536808013916,0.8892439603805542,0.9653635025024414
58,0.2319409481808543,0.9118750095367432,0.9072515964508057,0.8719676733016968,0.8892597556114197,0.9648722410202026
59,0.23566528834402561,0.9088281393051147,0.9041368365287781,0.8690499067306519,0.8862462639808655,0.9635002017021179
60,0.22619277104735375,0.9135937690734863,0.9085575342178345,0.8728863000869751,0.8903647661209106,0.9654853940010071
61,0.23186602078378202,0.9127343893051147,0.9139696955680847,0.864896297454834,0.8887560963630676,0.9642075896263123
62,0.23060287531465293,0.9126562476158142,0.9095151424407959,0.869641125202179,0.8891313672065735,0.9643018245697021
63,0.22470038622617722,0.9157812595367432,0.9179222583770752,0.8745750188827515,0.8957245349884033,0.9666218757629395
64,0.23277770679444074,0.9110156297683716,0.9138883352279663,0.8615503311157227,0.8869478702545166,0.9636445641517639
