,bce_loss,accuracy,precision,recall,f1_score,auroc
50,0.38601074144244196,0.8297656178474426,0.8083537817001343,0.7605471014976501,0.7837221622467041,0.9047644138336182
51,0.3819147374480963,0.8309375047683716,0.8090567588806152,0.7563402056694031,0.7818108201026917,0.9055694937705994
52,0.3841359621286392,0.8321874737739563,0.8074985146522522,0.7705327868461609,0.7885826826095581,0.9046133756637573
53,0.3783091842383146,0.8319531083106995,0.8249946236610413,0.7419853210449219,0.7812913656234741,0.9074314832687378
54,0.37479731112718584,0.8357031345367432,0.8248838186264038,0.754006564617157,0.7878543138504028,0.9083905220031738
55,0.3922851572185755,0.824999988079071,0.813295304775238,0.7274332642555237,0.7679718136787415,0.8994304537773132
56,0.3803909109532833,0.8279687762260437,0.8083087205886841,0.7477565407752991,0.7768544554710388,0.9058329463005066
57,0.3827748603373766,0.8279687762260437,0.8018926382064819,0.7588086724281311,0.7797559499740601,0.9045592546463013
58,0.3741446728259325,0.8342187404632568,0.8154004216194153,0.7645360231399536,0.7891494631767273,0.9100432395935059
59,0.3856280565261841,0.828906238079071,0.8144777417182922,0.7528197169303894,0.7824358940124512,0.9041287302970886
60,0.3812423940002918,0.8310937285423279,0.8176783919334412,0.7461613416671753,0.780284583568573,0.9051066637039185
61,0.3775449498742819,0.8324218988418579,0.8143512606620789,0.7567358016967773,0.7844870090484619,0.9074869155883789
62,0.3842228341847658,0.8296093940734863,0.8040899634361267,0.7627546191215515,0.7828770279884338,0.9043412804603577
63,0.3869472838938236,0.830859363079071,0.8196118474006653,0.7578390836715698,0.7875158786773682,0.9033617377281189
64,0.3841112549602985,0.8296874761581421,0.8146985173225403,0.750289261341095,0.7811684012413025,0.9051213264465332
